r_square,axis,movement,sourceSessionIndex,targetSessionIndex,normalizedMethod,model
0.7183639,x,velocity,2,17,None,DeepDomainConfusionModel
0.8291534,y,velocity,2,17,None,DeepDomainConfusionModel
0.6327714,x,velocity,2,18,None,DeepDomainConfusionModel
0.82031035,y,velocity,2,18,None,DeepDomainConfusionModel
0.6497701,x,velocity,2,19,None,DeepDomainConfusionModel
0.8021877,y,velocity,2,19,None,DeepDomainConfusionModel
0.72867846,x,velocity,2,20,None,DeepDomainConfusionModel
0.8121004,y,velocity,2,20,None,DeepDomainConfusionModel
0.7191416,x,velocity,2,21,None,DeepDomainConfusionModel
0.7624496,y,velocity,2,21,None,DeepDomainConfusionModel
0.7172415,x,velocity,2,22,None,DeepDomainConfusionModel
0.81461585,y,velocity,2,22,None,DeepDomainConfusionModel
0.7128906,x,velocity,2,23,None,DeepDomainConfusionModel
0.8049025,y,velocity,2,23,None,DeepDomainConfusionModel
0.7465637,x,velocity,2,24,None,DeepDomainConfusionModel
0.8350799,y,velocity,2,24,None,DeepDomainConfusionModel
0.7265782,x,velocity,2,25,None,DeepDomainConfusionModel
0.8208863,y,velocity,2,25,None,DeepDomainConfusionModel
0.76921374,x,velocity,2,26,None,DeepDomainConfusionModel
0.82859325,y,velocity,2,26,None,DeepDomainConfusionModel
0.7801033,x,velocity,2,27,None,DeepDomainConfusionModel
0.83328134,y,velocity,2,27,None,DeepDomainConfusionModel
0.6877527,x,velocity,2,28,None,DeepDomainConfusionModel
0.77002954,y,velocity,2,28,None,DeepDomainConfusionModel
0.5414668,x,velocity,2,29,None,DeepDomainConfusionModel
0.6274866,y,velocity,2,29,None,DeepDomainConfusionModel
0.7642724,x,velocity,2,30,None,DeepDomainConfusionModel
0.8578689,y,velocity,2,30,None,DeepDomainConfusionModel
0.7184736,x,velocity,2,31,None,DeepDomainConfusionModel
0.8330451,y,velocity,2,31,None,DeepDomainConfusionModel
0.6257596,x,velocity,2,32,None,DeepDomainConfusionModel
0.7329278,y,velocity,2,32,None,DeepDomainConfusionModel
0.72996247,x,velocity,2,33,None,DeepDomainConfusionModel
0.7970983,y,velocity,2,33,None,DeepDomainConfusionModel
0.7808636,x,velocity,2,34,None,DeepDomainConfusionModel
0.85541344,y,velocity,2,34,None,DeepDomainConfusionModel
0.73447466,x,velocity,2,35,None,DeepDomainConfusionModel
0.7863594,y,velocity,2,35,None,DeepDomainConfusionModel
0.72886837,x,velocity,2,36,None,DeepDomainConfusionModel
0.73377514,y,velocity,2,36,None,DeepDomainConfusionModel
0.6911054,x,velocity,3,0,None,DeepDomainConfusionModel
0.7215024,y,velocity,3,0,None,DeepDomainConfusionModel
0.7307296,x,velocity,3,1,None,DeepDomainConfusionModel
0.7611663,y,velocity,3,1,None,DeepDomainConfusionModel
0.7518482,x,velocity,3,2,None,DeepDomainConfusionModel
0.76708275,y,velocity,3,2,None,DeepDomainConfusionModel
0.7595587,x,velocity,3,4,None,DeepDomainConfusionModel
0.67939353,y,velocity,3,4,None,DeepDomainConfusionModel
0.7509165,x,velocity,3,5,None,DeepDomainConfusionModel
0.77728915,y,velocity,3,5,None,DeepDomainConfusionModel
0.7300441,x,velocity,3,6,None,DeepDomainConfusionModel
0.7039138,y,velocity,3,6,None,DeepDomainConfusionModel
0.6291792,x,velocity,3,7,None,DeepDomainConfusionModel
0.5689178,y,velocity,3,7,None,DeepDomainConfusionModel
0.6215677,x,velocity,3,8,None,DeepDomainConfusionModel
0.74962413,y,velocity,3,8,None,DeepDomainConfusionModel
0.646058,x,velocity,3,9,None,DeepDomainConfusionModel
0.7851892,y,velocity,3,9,None,DeepDomainConfusionModel
0.4665841,x,velocity,3,10,None,DeepDomainConfusionModel
0.72341365,y,velocity,3,10,None,DeepDomainConfusionModel
0.7538026,x,velocity,3,11,None,DeepDomainConfusionModel
0.82039225,y,velocity,3,11,None,DeepDomainConfusionModel
0.7418493,x,velocity,3,12,None,DeepDomainConfusionModel
0.8342474,y,velocity,3,12,None,DeepDomainConfusionModel
0.72391284,x,velocity,3,13,None,DeepDomainConfusionModel
0.84961003,y,velocity,3,13,None,DeepDomainConfusionModel
0.7866678,x,velocity,3,14,None,DeepDomainConfusionModel
0.8456974,y,velocity,3,14,None,DeepDomainConfusionModel
0.6854919,x,velocity,3,15,None,DeepDomainConfusionModel
0.7425767,y,velocity,3,15,None,DeepDomainConfusionModel
0.7425252,x,velocity,3,16,None,DeepDomainConfusionModel
0.7587814,y,velocity,3,16,None,DeepDomainConfusionModel
